artwork_citi_id,artwork_title,image_netx_id,image_netx_uuid,is_public_domain
11814,"The Vision",386738,b668cd51-b9f7-3575-d9f7-e47c4630c3fb,
106187,"Garniture for Field and Foot Tourney at the Barriers",369908,0b4e2580-b53e-03d9-180a-ec416fcdd591,1
99426,"Bust of Amphitrite",365418,a3c73db1-83fc-b700-3b62-ed602b5d0ab6,1
76910,"Blue Rhythm",381500,ea477dec-6862-82f7-b907-b5d16a02897c,
150052,"Marilyn Monroe (Marilyn)",363373,5a377db1-d100-0f0c-6b46-fa7440a92245,
160171,"Statue of Ptah-Sokar-Osiris",387047,bc068f6e-9d03-407f-e869-89b50ae93e66,1
18709,"The Frugal Meal, from The Saltimbanques",405039,68d3b2d3-facc-0cff-366f-3a1ce2158098,
14839,"At the Cabaret",304584,2cc8ea1d-d509-6179-f099-956d81a2aa88,
2587,"Misty Moonlight at Matsue in Izumo Province (Izumo Matsue [oborozuki]), from the series ""Souvenirs of Travel, Third Series (Tabi miyage dai sanshu)""",198491,7b184838-7c8e-01f1-cefe-43fe3e3bc339,
2109,"Portrait of Edmond de Goncourt",320307,591dd7e9-caef-9c00-6c9d-7a5bc7fa0e85,1
154129,"Towards Identity",361680,ae9da2f7-4caf-6fde-885e-b56b0ff1e6c0,
40135,"Departure of the Joads, from The Grapes of Wrath",294169,3308d944-deaa-c1d1-c039-0b1f3d38ee2b,
86323,"The Entombment",367274,b30b708a-be47-c3cc-f3af-2a6798b7b088,1
15826,"Caricature of Auguste Vacquerie",413073,91138ade-e305-636d-bb7a-ffd9d3d10b96,1
186047,Sideboard,383865,2bc4d353-e61a-7589-8585-2000a23689bb,1
54071,"Friendship Quilt",369842,85495116-d429-e52d-ab48-6d1c87578b5b,1
8058,Sifnos,160284,c274a9dc-0ef9-a0b4-1e6f-64a56efab787,
70038,"From a Day with Juan IV",366675,9a342ab4-d9a6-1187-9fe8-54886fd45620,
147002,"Mrs. Wolleh with Children (Frau Wolleh mit Kindern)",363816,38384f8b-a065-0064-9eb7-c47e57b63b38,
160236,"Head of Medusa",386875,8aa44471-0c6e-1880-c642-53d57f47636e,1
15199,"Portrait of a Lady in a High Hat",285910,caedec59-9160-d4ca-8449-5576e2b103a4,
36351,"Cakes No. 1",423063,653be4cb-0d0d-4137-fcb2-2488a95e3843,
11327,"A Girl Reading",303991,0b72eabf-58e7-d064-97b3-44508cd248bd,
99602,"Fragment (Hanging)",218023,548e0a34-6043-2fea-628e-97f46484d3f5,1
3617,"The Actor Segawa Kikunojo I as Katakai in the play ""Mugen no Kane Omoi no Akatsuki,"" performed at the Nakamura Theater in the third month, 1746",199090,6fa65407-eb29-2f95-806c-0898ef98e409,1
9672,"Christ Receiving the Children",370431,beeba230-022f-449a-a2fd-c0cf6c47d232,1
146999,"Candle (Kerze)",364047,151932ad-188a-1a3f-9fcc-922dad1564a7,
111059,"Flowers and Fruit in a China Bowl",219107,605bbcdf-c437-89df-ca7c-7c68682086af,1
10170,"Max Herrmann-Neisse",381722,e5860322-e716-4079-c895-79450c9168cd,
145289,"Maggie's Brain",400573,bf3537d3-21ee-ae1e-a13f-631afb0263d0,
185561,"It's a New Age",61851,ae116aa2-35d0-81ba-1ac6-da86dae5f12a,
18416,"No. 56: Mieji, from the series ""Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)""",196949,511cfed0-6388-94cc-b17b-871670f29f7f,1
87652,"Alabastron (Container for Scented Oil)",362400,8129fb19-920d-5de0-4b56-53f99e7fe186,1
81576,"Mrs. Potter Palmer",365544,78adbac9-61fa-f039-4ee4-58ad5e6c36db,1
122701,"Reasons for Knocking at an Empty House",369198,1f7d5a96-374e-7b7a-f2c2-1b92093f54b3,
11735,"Tour de Beurre, Rouen",324459,28c07376-c2e7-01cf-7c13-b8f513a55bdf,1
2171,"Salisbury Cathedral from the Meadows: the Rainbow",385529,54c8b002-99a8-a416-f4e7-a0126e1e5c98,1
21284,"Dish with Dragons Writhing amid Floral Scrolls",365997,7e306f22-0f91-5e6c-b08c-26d4042f36da,1
10048,"The Martyrdom of Saint Sebastian",135278,90ec1ea5-49cf-5742-4f7d-3ca78176f47e,1
14460,"Covered Ewer with Lizard-Shaped Handle",422060,ccb22c0f-2cb4-4e74-63bc-432a524f1df0,1
11942,"Fables choisies, mises en vers",272778,8c7061cd-3bc4-51d7-1d52-48f69088a38f,1
6851,"Handle Spout Vessel with Relief Depicting a Standing Figure, Holding Farming Tools",410666,dd99500f-608a-c658-8747-106df4bc1c88,1
153705,"Foliage—Oak Tree and Fruit Seller",362552,e170725f-cc12-cb0f-841e-8b1ea918933e,
18901,Arabesque,369789,0fa2fd86-1bb9-18bb-41bc-de556c0d5fd3,1
641,"Oinochoe (Pitcher)",76221,29406788-beb5-2cfd-0b1a-fa18f2aa0ded,1
129906,"Pair of Protomes Depicting the Forepart of a Griffin",368522,d9f9e2d6-9b08-9dd4-41ef-53fbef138281,1
111718,Adam,385943,0356e981-edc5-56ad-1a64-9ebdae3c5aab,1
5569,"Homage to the Square: Light Passage",218691,e81e3afd-69a7-915d-d93d-4b1c2ab91bfe,
6448,Fragment,418340,34ad362c-35ed-f519-6bd7-736cc89a9351,1
156075,"Loch Vale",364415,81bcd428-6d79-c3b5-703d-b4695127b958,
12553,"Study for ""The Martyrdom of Saint Bartholomew""",305873,7e3a5cdc-3aeb-4b12-9e83-eb94aa8528d6,1
8711,"The Print Shop, from In the Hills o' Brown",327359,2e5ed8f6-1f42-ba20-eb67-10116d1520d6,
13742,Herself,402246,641c5259-1a92-4a3a-714b-62e09efa3b23,
11208,"Plate Four, from Souvenir of Brittany",316676,a345815a-324c-0b91-8406-e7c85ace9854,1
2344,"Tea Bowl",409561,bb506af3-7677-b443-c8b0-431ddcc077c4,1
188974,"Virgin and Child with the Young Saint John the Baptist, Saint Cecilia, and Angels",385995,16d830b7-d681-6c88-379b-9585c655b6b7,1
184673,"Manhattan Cocktail Set",387968,9f62b947-7f55-29e2-c617-5d64227db5f0,
120300,"Statuette of Re-Horakhty",364152,2fd38bf9-f0ef-4c9b-ecc9-a30b9e91e213,1
20392,"Tea Bowl",421535,61b66906-0e3d-cdbb-2012-1ea21731608c,1
109529,"Reminiscence of a Cathedral",406002,567b2141-2556-c195-01fe-b47c6d1a63dc,
131385,"Black and White",362695,37ad4127-7ede-99cc-b55a-9e5cac2b6461,
2092,"Lady Elizabeth Montagu",332198,340f87c7-a0fd-b69d-f410-23b5902652f9,1
154023,"Zoomorphic Figure (Boli)",361595,9767533e-bc8e-c751-e8ac-4dee58eb574e,
13404,"Title Page to Ruins of Rome",283794,9ef0a0e6-d709-7105-7cbd-3a597ff64f92,1
183077,"Chair (Kiti Cha Enzi)",388305,6f071f3a-a59e-ee80-6528-ed1fa8670090,1
4583,"Railway Encroachment",315295,2ab2e9bc-70b1-798d-82f5-c121f970f9e9,1
75957,"Mount Washington",402566,ad02b33a-4aac-03cc-88e4-7db2cc03b854,1
2298,Braid,421731,56e5a35f-f462-902c-fa4a-23e6a3932cdb,1
61665,"Saint Romanus of Antioch and Saint Barulas",366217,2f047ef8-34c1-4fcf-37ee-6f433ff9091f,1
65861,Business,380866,62df25ca-c159-18b9-b94f-00afc08503b1,
4773,"Mrs. Jens Wolff",407332,0052fc88-353e-db97-8741-b6b5ec6fb354,1
99771,"For Juan Gris #7",412571,b7063642-5320-0716-86e9-1abc145799be,
144834,"Rochas Mermaid Dress (Lisa Fonssagrives-Penn), Paris",383951,ea598ea2-d09d-3cfd-990b-2476ecfb267f,
189597,"Equestrian and Four Figures",240307,3afb386b-1dfd-2264-8646-6d5cbb6f6b38,1
73054,"The Loire",366108,bcc9c3a7-f5b0-41af-210a-bd17797d77d9,1
15079,"Teacup, Coffee Cup, and Saucer",409270,53d2920d-a144-a210-6b77-11bdd4af5f7e,1
10311,"Drachm (Coin) Portraying King Gotarzes II",205778,1ab8f25f-7422-dcb5-20cb-e3fdaf2e21e5,1
2136,"Portrait of Wilhelm I, King of Prussia, Emperor of Germany (1797–1888)",419134,a259bccb-23f7-e556-ebbe-23bdb26a4048,1
89403,"Untitled #12",405282,5e5f226d-ca7b-b75f-3679-83ecf82d2983,
29761,"After Khorkum",387835,23479ed2-468f-b2d6-00d1-e909b8fa2d57,
12097,Bowl,424346,b53c0323-8d91-6617-e4e8-4eba9ad1a124,
25872,"The White Bridge",400299,b2b488b9-99f2-d091-ead4-538f20a94592,1
118673,"Two Nude Women",269328,a4989ecb-b3dc-1350-f672-d9da71a640d4,
55494,"Peach Blossoms",402521,6efc1bea-c900-28c5-e02a-c14189b10fb3,1
134047,"""Acrobat"" Upside Down Figure",361587,72161599-24cf-4ba7-5dd3-48052b37da6d,
136121,"Dada Gauguin",362286,3f2e7bce-a8f2-562a-5f8f-90932bdc6af8,
19432,"Pair of Clogs",174903,92cdd42b-f909-aba8-081c-8366b605d696,1
19021,Dalliance,198667,db1b44a1-42de-b913-7482-b14675572446,1
60065,Minotauromachia,385460,338ba60f-9fbf-201a-8eb6-767ffe117f65,
80336,"The Three Skulls",430389,655a168b-7f9d-be19-615a-eb63adf20e7b,1
4529,Coverlet,175251,183f8955-7171-52d8-4846-584450c08c25,1
160229,"Pergola with Oranges",236879,3236b056-f154-b3b6-3c37-6d70cac49bfe,1
55887,"Fragment of a Funerary Naiskos (Monument in the Shape of a Temple)",413236,6ddb36c6-490d-b00f-e506-c2492bedc683,1
44743,"The Sleep of Reason Produces Monsters, plate 43 from Los Caprichos",302967,b2272f4e-1221-9321-6973-2d93d5babbf0,1
28769,"Bacchic Scene with Minotaur, from the Suite Vollard",279239,bc90cf8f-7f93-e461-ce11-a45673ad5711,
23333,"Pastoral Scene",407984,cd2ebc0d-eea7-d476-1a57-daf8a3976675,1
18752,"Illegal Trades-No.1 The Bottled Cherry",285802,c29db780-21b2-a1f7-f20d-d8816af87a2a,
2103,"Saint Christopher",273826,052eafc7-24d7-e257-6b6a-f799180e16ba,1
18609,"London Viewed from the Thames River at Milford Staris Below Arundel House",127637,47d0a82f-f782-0994-456d-917defe08505,1
189200,"The Builders",383887,ca2955ea-2579-921f-6a2c-50e7c6492040,
6176,"Frontispiece, from Varie Figure Gobbi",317360,da3295dd-b31c-e77d-8109-e858cba2f63e,1
185068,"Phat Free",416585,9b391458-4c30-6d0d-94a8-446fd0a1c9c4,
48506,"Row of Ties",247317,5bc13eb5-3406-9b7e-db22-360d8dbb8428,
87447,"Kummeralp Mountain and Two Sheds",382381,bd944158-acd3-3e76-e208-b5dd2636c1ac,
107862,"Bailey's Beach, Newport, R.I.",404008,16facedd-c8c3-fbfc-a854-23c2d710a889,1
187528,Head,388906,cce3f815-0f77-5b8d-83d4-43e2b22a52cf,1
2156,"Lights of Other Days",366902,438fbefa-e576-bd5f-983f-1c9626cd4a60,1
110246,"Ballplayer Panel",214842,21fb136f-402e-1116-4e43-40ac73d3b2e8,1
47398,"Kohada Koheiji, from the series ""One Hundred Ghost Tales (Hyaku monogatari)""",201353,83b99327-8e46-8c8b-a2a8-79990d3c729a,1
229355,Flowers,9810,9a9737e3-c296-a2b5-4d76-d88f50a61ff8,
193266,Automarionette,384769,51d0143b-bf51-327c-5420-2532cb23b801,
184213,Untitled,385920,fc4b082e-f579-2f05-6bd5-2fb00485698f,
9567,"Tall Figure",367286,58488c97-7956-a1ce-3f9e-6b5c5832b36c,
6988,Flora,335648,a66e426d-c67d-2a5e-5cdf-46a010ce6105,1
49686,"Portrait of Virgil Thomson",381779,6a075c35-06ef-9ce0-50fd-5017d5cd67cd,
5096,"The Creation of Eve",367081,6f67b87f-5e9c-3a35-143a-122ffeb0caee,1
110761,"Venetian Glass Workers",404197,1e719328-278b-29cc-e750-149c1d003b41,1
9402,"Woman Milking a Cow",323724,2e8da336-1f25-852c-ba5f-7c0b0dc0572d,1
16179,"The Dream of Saint Jerome",365154,336a83f3-c184-add1-ee03-f295aa97a0b0,1
14833,Reception,408479,6019d10b-add0-d03f-601d-70fe3458e3b6,1
12085,"Nightclouds and Reverie",288743,90b38bac-e8ed-51c0-5c30-b40a435df592,
10213,"Siege of the Citadel of Saint Martin on the Isle de Ré",9788,596fb9da-5d8d-1ae7-652a-8df96ce483de,1
12891,"Theodosius Repulsed from the Church by Saint Ambrose",369522,da256af1-651b-72a4-2d0f-59cf461f29c7,1
73903,"Dancers, New York",341115,4a4435f7-54a6-2c73-4e67-5ce10ef869a6,
10930,Plate,412240,da7380d2-cf10-ef93-a96a-ae4739ab7ce9,1
15877,"Komagata Embankment (Komagatagashi), from the series ""Twelve Scenes of Tokyo (Tokyo junidai)""",202433,4cec947e-c604-8bf4-2cdf-1768a62fa313,
9788,"Maple Leaf Viewing (Momiji gari)",195502,32ebbf22-996c-d4ce-cd61-a1043997177c,1
118671,"The Lamps",368673,9984b376-0012-8ef1-9a2c-6928b7ee2ffc,
8999,"The Leap of the Rabbit",367445,2ca3a5e4-f0ef-c3e2-f286-38f59abad5d6,
145807,Thistles,229468,79b94ddd-e208-1993-01ab-98f75174fe88,1
72442,"Untitled Film Still #56",363070,7a4b9f82-ff54-4cac-e1e6-36aa87c636b3,
14705,"Decorated Initial ""G"" in Grey with Red, Green and Blue Leaves from a Manuscript",325947,1e094ff6-8274-d0c2-d314-4dd0626e03fb,1
3954,"The First Wise Virgin",309198,6c506d25-c756-8aeb-3b54-97057b79cf53,1
75646,"Three Men Walking II",366013,4676a52a-78b3-2271-fd6a-8b82dd46088f,
13474,"Ocean Undulations Revealing Particles of Sand and Coral",402937,475973ac-4b39-e46d-b869-a64ba99ae24b,
6904,"Square Handle Spout Vessel with Form of a Bird Eating a Lizard",424210,10971180-8352-9a78-cfc5-2259b2f9b36d,1
193864,"Rover Car Chair",381735,ce2ad049-efcb-dd26-5cf7-1d17d9d673bf,
108896,"Head of a Bearded Man",368246,8e8c2fcc-9532-a61d-cb4a-fe6803144943,1
2845,"The Woodchopper",192079,8471c508-830e-3c0e-f15e-a828c39b2f52,1
229372,"Christ and the Lamb",226687,cae666d2-7dd8-5877-c8c1-ac767235cf74,
16504,"A Magdalen",381983,63508284-9042-2c87-23cc-c4d4650710dc,
14765,"Waiting to Go On Stage",185277,d9da26df-6d8d-2965-7eb6-f7e3f410c183,
70115,"Dragon Pendant",362384,e28666c2-5849-3dbc-cd69-7fdd0d65ef38,1
4400,"Chiryu, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)",202625,3f80a6e4-7a2d-8dc9-33bc-c3dfe45ed9f1,1
3546,"The Valley of Les Puits-Noir",411033,2a2163db-9351-018a-0d65-47be9c84dce8,1
61146,"J. Ellis Bonham",404388,77da3827-005a-2149-c590-34d31fdfa83c,1
766,Panel,252026,7959476b-f516-cab2-2324-c481104ab489,1
37741,"Watering Place at Marly",405446,ed7aa098-e5c9-04dd-b09c-3416d1c56854,1
99773,"Untitled (Forgotten Game)",412290,30911c8e-bfc2-0d1d-a321-5c6998ceeba7,
118657,Acolo,368737,b93d60cf-b866-21e3-67fc-df1a37b04dba,
2077,"The Death",323101,a142d59b-b187-b3a5-e573-b55311b53d48,1
184373,"""Untitled"" (Silver Beach)",404309,b27ecf24-20ac-ba02-90eb-0e3ec6522fc9,
146953,"Two Cows and a Young Bull beside a Fence in a Meadow",384787,5de78980-17d7-8fb5-83de-7b2ae4e997f2,1
15110,"Mouchoirs D'Instruction Militarie No. 1 (Handkerchief)",178402,791ca32d-a446-fb8b-ea97-16210060543b,1
126479,"Brig on the Water",338564,20964c63-4ac9-c086-326f-3da495cc77a6,1
7745,"Aether, plate six from Demogorgon and the Dieties",290040,20b85df7-5a8b-a461-1a60-55d3dcfd3835,1
101518,"Summer Night in Arizona",407273,097b24de-79b9-a5a1-57f3-9e7545dc4319,
24332,"Composition in Blue",381060,d9315a3f-1f41-3e0e-e0af-eaa01914bd7f,
111381,"The Seine at Vernonnet",385640,6f84b595-943b-b698-6c4d-79a27e4f7ee7,
6587,"Shepherd Resting in a Clearing",316325,f6c25d6a-8d5e-c08f-229f-12d17d21e67b,1
186382,"Brilliant Gloom",384897,7455f781-559f-86cb-3485-38759127e103,
93789,"Western Industrial",365565,8b80ad4c-3e99-5f2f-c799-89432b5ff954,
7510,"Southam Street, North Kensington, IH 22",345357,5501b7d6-19ff-8f95-948c-b96625fa4ddc,
8681,"Hidden Faces",288259,67164d4d-284d-c027-8efd-704c575a8091,
2060,"Saint Albans Steeplechase",330514,e623a53c-ffc9-54b7-3a23-944c1de43e45,1
198337,"Amphora (Storage Jar)",382024,ea80aeee-859c-9577-af83-1b7fef0bf17c,1
13705,Pieta,239150,f39951aa-3bf4-6d15-757b-f0f29fbc89e9,
190409,"Le Grenouillard (Frog-Man)",384360,2307ae27-b08d-4557-84c2-6b2f190973d3,1
53171,Bodice,189315,154cc744-b393-fff4-acc9-fd3d4a4ae832,1
8475,"James William Wallack",226887,e3b91cbd-674a-5da7-1a01-42a2e9a3cadf,1
157089,"Cigarette No. 17, New York",336156,2aca812b-e62f-2b00-2fb8-b05fc968179a,
11052,"¡Terrible y verdadera noticia! (Terrible and Real News!)",296858,df394902-f5e4-1fd6-0402-4e18c209d58d,1
8971,"Coast of Maine",401819,de060306-b5a3-5139-cad9-57e9c274d7c3,1
18329,"Kuwana: Ferryboat at Shichiri Crossing (Kuwana, Shichiri no watashibune)—No. 43, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Reisho Tokaido",199864,210043f4-3073-21d8-bf8b-ea2069fdaa37,1
8861,"Road of a Morning",327178,11996eaa-6121-9ae6-e573-430ad467367f,
3258,"Stunt Rider",321824,aa15ed0a-3c46-f0ae-ef87-ab608274785a,
180581,"A Mansion at Prairie Avenue",367596,c8927012-69bc-abf7-6abc-7a5bbb69dc0c,
158891,"20 Years of Solitude",386190,211ad926-a23c-4041-2e5a-375069c5540c,
4853,Tartessians,278855,5d87b571-a409-582d-332c-9a66bcd52f52,
25853,"Wine Cistern",382353,a69557c8-2883-6634-5cf0-93f060ec280a,1
10409,"Gillaume de Brisacier",310211,754f0c7f-da54-c73b-d6df-8ad74bb3756d,1
4321,"Kanbara, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),"" also known as the Tokaido with Poem (Kyoka iri Tokaido)",198866,cf02d5d4-310e-5a24-6e7c-8517c6845646,1
154497,"""Ruba Rombic"" Vase",362984,1a50e8e5-4926-6ddb-4649-aa446ce71dca,
81501,"Dante's Bark",368445,85491753-2af1-475a-c492-1b73c882a33e,1
229360,"Big Electric Chair",222285,11e2413f-3e17-8c43-7e1b-b2e51ba81a04,
11209,Kesa,220627,d3d0599f-ac17-02a2-df0d-78c5cf30116f,1
9033,"Single-Handled Pedestal Jar with Geometric Motifs and Appliques on Shoulders",418747,8b9e6b73-bed8-5da6-61c3-c1e07409a92b,1
9605,Herbarium,284718,5f3632dc-a296-dacd-0d9c-8ecd6e6f1349,
152660,Nude,345427,79dfdf44-7729-5da0-1d8f-705f416c7b0a,
10431,"Jar with Vertical Flowing Bands and Vines with Sunflowerlike Blossoms",367016,f88fde1b-c004-91ae-1c00-9d8044b47e30,1
4295,"The Risen Christ between Saints Andrew and Longinus",303032,74ac6fc3-a3e3-2643-1a75-7fdbea473f5e,1
7606,"Woman in a Shawl, Sketch of Legs",129026,72f84a2c-c809-8181-ce31-41112a2cb9e2,
19313,"Girl with Arm over Her Eyes",378298,208d9ada-0c28-611f-f1dc-d48bc0420b4e,
75101,"Man of Sorrows",408342,6c5ce30c-3686-a572-bb6b-5fdd3451308c,
14696,"Abundantia, from The Four Continents and Related Allegories",383781,b7893502-e9f8-7000-386c-25676b1a85f9,1
14490,Butterfly,305695,8509482f-992a-a532-f1e9-c70d08f117b3,1
149784,"No. I.Z",363979,de5fffbf-8f53-43e5-cd53-ab4b7b0c70de,
34660,"A Small Tower (Moonlight)",405073,30783723-d400-3d07-a43b-5039ddd28889,
64962,"Counter-Composition VIII",406968,cc7d2ecc-f4ae-393e-7ab0-fe3716f49502,
1833,Roundel,216288,f8721fec-ffd4-0018-617e-d8b951ab3f35,1
15154,Primeval,366269,52831d31-b122-6bf7-3d41-8347ab962d6c,
93900,"Portrait of a Man in Costume",220589,9b1c3d61-5f9b-c7a2-a5ea-f48248836160,1
144762,"Frozen Foods with String Beans, New York",340628,082ee234-0e77-3dd3-2686-f1a3809e0305,
198468,"Fragment of a Funerary Lekythos (Monument in the Shape of an Oil Jar)",409629,a3d2abff-32d3-da39-73d2-87e5b60b986c,1
117298,"Birthday Party",12456,bef1cda3-4118-ed20-4e5e-15f3ace81a42,
2888,"Baal and Astarte",289049,8d0a59f7-6a5b-79f1-ca44-961dcf2abe2d,
20390,"Descent from the Cross",364494,e7f197b8-193e-456c-619e-c127a03e4a6c,
6588,Bowl,410441,fa333451-2833-199d-5a6a-8b8870569dbf,1
45838,"Snow at Louveciennes",406572,d4e43d76-594b-ce65-c1a3-45c865624f70,1
111456,"Virgin and Child",362992,318b7761-6765-7273-36c6-2ebc1fb41e22,1
90300,"Perilous Night",227915,609e7646-5095-8545-85ec-9209f534740b,
87327,Cypresses,218302,e4a06f48-4b4b-af64-e158-db142b86ec16,1
5180,"Bust with Star Background",293909,b668b6ce-d308-2c24-b8a4-911c9a421fd9,
32587,Toy,402866,1f3811eb-2b6a-1a7e-3404-0c19b76e5df1,
16151,"Portrait of a Gentleman",418771,db37b494-6b09-18ce-a618-0b16352f33a2,1
158772,"Bound Manuscript: The Miracles of Mary (Te'amire Maryam)",383202,e9ad2413-352a-807e-aaa9-a198100257c5,1
30361,"Entrance to the Port of Honfleur",366891,d1549113-7586-2193-de9f-80c1ce58ed64,1
22934,"A Test of Skill - the Headwaters of Amorousness (Jitsu kurabe iro no minakami): Osan and Mohei",197141,39cf745c-0ca8-b31d-37e3-a51fd5a82c99,1
18239,Processional,324235,fdec12f1-09cd-3802-76c8-2151b6226be6,
59002,"Souvenir of the Environs of Lake Nemi",365355,25cae01d-82c7-7060-0070-643727437126,1
185185,"Coming Squall (Nahant Beach with a Summer Shower)",386688,28a7765b-fc38-1a56-87dd-cbcdb647fcdb,1
3433,"Woman at Her Bath",316486,4619d253-e878-c88d-dffe-3b32c0f83516,1
191456,"Desert Fire #153 (Man with Rifle)",340419,7afc9ad4-2666-a67b-aef8-5677edd03840,
27980,"Woman on Rose Divan",410554,65e58fc4-4dd1-7149-b76b-94547745bece,
11880,"Wrestlers (recto); Untitled (verso)",274113,708b3e4e-5978-0cc2-2c9c-eac69e346bd4,
18279,"Thenot Under Fruit Tree, from The Pastorals of Virgil",294908,f7dfdd2d-ec35-1f15-baaa-86859775a92d,1
87113,"Face Mask",370046,c1ddb78a-cda8-ad9e-e17d-8042bef6b43d,
29064,"Little Tits",285985,b4266291-92cf-fcd5-e4ee-5a8ed259e8a2,
185187,"Alphabet de la Tête",384847,f45b79b8-5edc-9bef-3100-baea71002604,
75645,Stela,229660,d03d88d6-78f1-beaf-5e5f-073dbfe2fa81,1
146556,"God Ganesha, Remover of Obstacles",385176,d7a33a29-6ffd-a7a5-261b-52eae41d8c81,1
8254,"Altar Cross",383995,35fbfda8-6a6f-d670-5d1c-9e2fe7535f4a,1
20692,"El Maragato Threatens Friar Pedro de Zaldivia with His Gun",366899,54c19e3b-83f0-df0c-b85b-e410152cd8a0,1
9018,"Still Life with Queen",381960,6b5916ab-baa7-caa0-fcc2-314f6ec268bc,
2059,Sampler,419805,ac436ad7-0d3e-d8f1-11fe-185ce5d6eb07,1
150046,"Marilyn Monroe (Marilyn)",364125,8db5d87e-e336-3a6a-2c02-ab9c327450f3,
151086,"Standing Bodhisattva with Human-Figure Necklace",245317,483decb0-fc13-df85-6c68-1d57b6246fc8,1
20678,Painter,288458,703bd6f7-6005-5a90-7487-d16eec2fe042,
234781,"Christ Carrying the Cross",229254,13a251ba-2c7a-2d0c-3f65-820c0e1f1a39,1
45860,"""A"" and the Carpenter I",241798,ab8276f3-b112-6f17-b15a-b1200db5d434,
5214,"Old Saloon in Silverton, Colorado",349238,6bda9ee1-3fc5-26dc-e1b9-be6bd1f71ecf,
141975,"Untitled (The Rookery, staircase)",342361,3b24df2c-3625-3f9d-0341-cc594b0de7e6,
192691,"Apollo and Marsyas",381810,13d31515-70ec-197f-59f6-b71dc6f60903,1
76054,"Watchtower with Geese (Hochsitz mit Gänsen)",400442,f415c92c-9a6f-a87c-33f1-e15e62c3a56a,
147064,"Lovers Surprised by Death",362334,90693840-f167-341b-8d60-6a820e676779,1
22242,Caroline,366263,08feb924-b4eb-1545-0315-0b20387d3490,
14686,"Four Studies of a Jockey",365058,f8b4c4c9-535b-4e23-8de7-dbb5cc7d7b90,1
193869,"Calla Lilies",387524,a8e8b0d2-9e40-0d5d-7747-93f12d5811fe,
146905,"Explosion at Sea",386264,99956788-7a7d-2133-f2c0-7648593395cc,
18617,"Day Dreams",314299,34353dfe-5ce2-4ba0-0e4a-f44c5c1441a9,
97402,Minnie,366635,b4adaaf1-81ec-755d-a5df-15c85b63a86c,
75315,Figure,409225,58f4d35a-cb4c-d92a-3c16-0630c5a0c231,
15563,"The Night is Stirring (La nuit remue)",384640,0f07eb70-3818-676a-c047-b1672d0a8277,
12801,"The Actor Nakamura Noshio I in an Unidentified Role",194864,bdea3e5c-5c3f-d768-b356-316b7c3b46e2,1
99786,"Cygne Crépusculaire (Twilight Swan)",412551,baf0d969-ea5f-79f5-afc0-e2ab098433c9,
8059,"The Forest of Fontainebleau",290613,32f27817-ded0-6ba1-a3e8-96760ecb7f52,1
13154,"Bingo Province: Kannon Temple at Abuto (Bingo, Abuto, Kannondo), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",202398,72dcd316-b688-aeac-549f-95749f0eb609,1
10509,"Saint Helen Testing the True Cross",400571,90a2969d-542a-e97f-09dd-fa1310d91acf,1
9553,"Women Harvesting",186587,167927b5-29a5-d9f5-8f64-4de87796b825,
99768,"Dovecote (Colombier)",412838,d481d7e8-7630-0c62-e4b4-5e600ecc9023,
153700,"Diego Seated in the Studio",425578,3b96d8d0-68c9-cb16-e5ea-6d7889a9928c,
66303,"The Hand of Man",341999,7ae8cca1-a81b-9d01-5246-316b82602a13,1
7957,"Diana and Her Nymphs with the Ox Hunt",179394,e5a702f8-9ba1-4890-310d-7e96c7364ced,1
206785,"Statuette of a Striding Figure",401866,cb29f9b8-2955-9c1e-fd52-ccfca730942b,1
5817,"Tereska, a Child in a Residence for Disturbed Children, Grew Up in a Concentration Camp. She Drew a Picture of ""Home"" on the Blackboard, Poland",337506,fff32d9e-407a-f938-76d5-ab57ac107ff3,
2091,Tunic,421995,3ee3ff2e-feaa-3973-2a18-c54adaf34afc,1
87451,"Two Penguins",369007,540141ae-0e94-6755-82ce-1473a69fd8e7,
6691,Plate,411732,9849b1f3-5b11-4dbd-c9d6-72885284e979,1
8088,"Pendant in the Form of a Frog",219521,fab41922-656e-48fd-9c63-6d697ef5e817,1
111326,"The Hippodrome, London",404363,6f92b799-de7c-7603-3644-3934563703f2,
2887,"Shinagawa, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""",203729,2e753770-2d08-d5dc-58d7-3692b7a67a72,1
8766,"Jar in the Form of a Human Head with Face Painting and Showing Teeth",412646,830cbbd2-8761-0edd-1197-67588ff04331,1
